No,region,store,dates,order_items,순살여부,,전처리,전처리_결과_1,전처리_결과_2,전처리_결과_3,전처리_결과_4,전처리_결과_5,전처리_결과_6
3137,BBQ치킨,망원점,2019년 09월 20일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
3138,BBQ치킨,망원점,2019년 09월 20일,황금올리브닭다리（반반）/1,순살아님,,,황금올리브닭다리 ( 콤보 ),,,,,
3139,BBQ치킨,망원점,2019년 09월 20일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3140,BBQ치킨,망원점,2019년 09월 19일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3141,BBQ치킨,망원점,2019년 09월 19일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3142,BBQ치킨,망원점,2019년 09월 19일,황금올리브반반＋황금알치즈볼/1,순살아님,,,황금올리브반반,황금알치즈볼,,,,
3143,BBQ치킨,망원점,2019년 09월 19일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3144,BBQ치킨,망원점,2019년 09월 19일,황금올리브치킨순살/1,순살,,,황금올리브치킨,,,,,
3145,BBQ치킨,망원점,2019년 09월 19일,황금올리브치킨순살/1,순살,,,황금올리브치킨,,,,,
3146,BBQ치킨,망원점,2019년 09월 18일,황금올리브닭다리（반반）/1,순살아님,,,황금올리브닭다리 ( 콤보 ),,,,,
3147,BBQ치킨,망원점,2019년 09월 18일,극한매운왕갈비치킨/1,순살아님,,,극한매운왕갈비치킨,,,,,
3148,BBQ치킨,망원점,2019년 09월 18일,황금올리브속안심/1,순살아님,,,황금올리브속안심,,,,,
3149,BBQ치킨,망원점,2019년 09월 17일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3150,BBQ치킨,망원점,2019년 09월 17일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
3151,BBQ치킨,망원점,2019년 09월 16일,"황금올리브치킨/1,BBQ닭껍데기/1",순살아님,,,황금올리브치킨,닭껍데기,,,,
3152,BBQ치킨,망원점,2019년 09월 16일,"황금올리브（반반）/1,콜라 1.25L/1",순살아님,,,황금올리브 ( 콤보 ),콜라,,,,
3153,BBQ치킨,망원점,2019년 09월 16일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3154,BBQ치킨,망원점,2019년 09월 16일,빠리치킨（한마리）/1,순살아님,,,빠리치킨,,,,,
3155,BBQ치킨,망원점,2019년 09월 14일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3156,BBQ치킨,망원점,2019년 09월 11일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3157,BBQ치킨,망원점,2019년 09월 09일,"황금올리브치킨/1,치즈볼＋시즈닝추가/1,볼케이노핫소스_한팩/1,양념소스 추가/1",순살아님,,,황금올리브치킨,치즈볼,,,,
3158,BBQ치킨,망원점,2019년 09월 07일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
3159,BBQ치킨,망원점,2019년 09월 07일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3160,BBQ치킨,망원점,2019년 09월 06일,"극한왕갈비치킨＋크림치즈볼/1,황금올리브치킨/1",순살아님,,,극한왕갈비치킨,황금올리브치킨,크림치즈볼,,,
3161,BBQ치킨,망원점,2019년 09월 02일,"황금올리브치킨/1,양념소스 추가/1",순살아님,,,황금올리브치킨,,,,,
3162,BBQ치킨,망원점,2019년 09월 01일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3163,BBQ치킨,망원점,2019년 08월 30일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3164,BBQ치킨,망원점,2019년 08월 28일,순살바삭칸/1,순살,,,바삭칸,,,,,
3165,BBQ치킨,망원점,2019년 08월 27일,황금올리브닭다리（반반）/1,순살아님,,,황금올리브닭다리 ( 콤보 ),,,,,
3166,BBQ치킨,망원점,2019년 08월 23일,"황금올리브치킨/1,마라핫치킨（한마리）/1,맥주 1,000CC/1",순살아님,,,황금올리브치킨,마라핫치킨,맥주 ,,,
3167,BBQ치킨,망원점,2019년 08월 12일,"황금올리브치킨/1,마라핫치킨（한마리）/1,맥주 1,000CC/1",순살아님,,,황금올리브치킨,마라핫치킨,맥주 ,,,
3168,BBQ치킨,망원점,2019년 08월 10일,"황금올리브속안심/1,BBQ닭껍데기/1",순살아님,,,황금올리브속안심,닭껍데기,,,,
3169,BBQ치킨,망원점,2019년 08월 09일,황금올리브닭다리（반반）/1,순살아님,,,황금올리브닭다리 ( 콤보 ),,,,,
3170,BBQ치킨,망원점,2019년 08월 08일,"황금올리브치킨/1,양념소스 추가/1,콜라 1.25L/1",순살아님,,,황금올리브치킨,,콜라 ,,,
3171,BBQ치킨,망원점,2019년 08월 08일,"황금올리브치킨/1,양념소스 추가/1,콜라 1.25L/1",순살아님,,,황금올리브치킨,,콜라 ,,,
3172,BBQ치킨,망원점,2019년 08월 06일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3173,BBQ치킨,망원점,2019년 08월 02일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
3174,BBQ치킨,망원점,2019년 08월 01일,"황금올리브치킨순살/1,양념소스 추가/2,코카-콜라 1.25L/1",순살,,,황금올리브치킨,,콜라,,,
3175,BBQ치킨,망원점,2019년 07월 26일,황금올리브닭다리（반반）/1,순살아님,,,황금올리브닭다리 ( 콤보 ),,,,,
3176,BBQ치킨,망원점,2019년 07월 25일,황금올리브치킨순살/1,순살,,,황금올리브치킨,,,,,
3178,BBQ치킨,망원점,2019년 07월 22일,"황금올리브치킨순살/1,코카-콜라 500ml/1",순살,,,황금올리브치킨,콜라,,,,
3179,BBQ치킨,망원점,2019년 07월 19일,"황금올리브치킨순살/1,콜라 1.25L/1",순살,,,황금올리브치킨,콜라,,,,
3180,BBQ치킨,망원점,2019년 07월 19일,황금올리브치킨/2,순살아님,,,황금올리브치킨,,,,,
3181,BBQ치킨,망원점,2019년 07월 15일,"황금올리브닭다리（반반）/1,콜라500ml/1",순살아님,,,황금올리브닭다리 ( 콤보 ),콜라,,,,
3182,BBQ치킨,망원점,2019년 07월 14일,"시크릿양념치킨/1,BBQ소떡/1,bbq크림치즈볼/1",순살아님,,,시크릿양념치킨,소떡,크림치즈볼,,,
3183,BBQ치킨,망원점,2019년 07월 08일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
3184,BBQ치킨,망원점,2019년 07월 05일,"황금올리브속안심/1,극한왕갈비치킨소스（120g）/2,치킨무 추가/1,코카-콜라 1.25L/1",순살아님,,,황금올리브속안심,,,콜라,,
3185,BBQ치킨,망원점,2019년 07월 02일,"황금올리브（반반）/1,콜라 1.25L/1",순살아님,,,황금올리브 ( 콤보 ),콜라,,,,
3186,BBQ치킨,망원점,2019년 07월 02일,"황금올리브치킨/1,마라핫치킨（한마리）/1,맥주 1,000CC/1",순살아님,,,황금올리브치킨,마라핫치킨,맥주 ,,,
3187,BBQ치킨,망원점,2019년 06월 29일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
3188,BBQ치킨,망원점,2019년 06월 29일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
3189,BBQ치킨,망원점,2019년 06월 24일,"왕갈비당고세트（대）/1,극한왕갈비치킨소스（120g）/1,콜라 1.25L/1",순살아님,,,왕갈비당고세트대,,콜라 ,,,
3190,BBQ치킨,망원점,2019년 06월 24일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
3191,BBQ치킨,망원점,2019년 06월 21일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
3192,BBQ치킨,망원점,2019년 06월 18일,"황금올리브치킨/1,마라핫치킨（한마리）/1,맥주 1,000CC/1",순살아님,,,황금올리브치킨,마라핫치킨,맥주 ,,,
3193,BBQ치킨,망원점,2019년 06월 17일,"자메이카 통다리구이/1,콜라 1.25L/1",순살아님,,,자메이카 통다리구이,콜라,,,,
3194,BBQ치킨,망원점,2019년 06월 17일,"황금올리브닭다리/1,코카-콜라 500ml/1",순살아님,,,황금올리브닭다리,콜라,,,,
3195,BBQ치킨,망원점,2019년 06월 17일,"황금올리브닭다리/1,bbq크림치즈볼/1",순살아님,,,황금올리브닭다리,크림치즈볼,,,,
3196,BBQ치킨,망원점,2019년 06월 16일,"황금올리브（반반）/1,치킨무 추가/1,콜라500ml/1",순살아님,,,황금올리브반반,,콜라,,,
3197,BBQ치킨,망원점,2019년 06월 14일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
3198,BBQ치킨,망원점,2019년 06월 08일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
3199,BBQ치킨,망원점,2019년 06월 06일,"황금올리브치킨/1,마라핫치킨（한마리）/1,맥주 1,000CC/1",순살아님,,,황금올리브치킨,마라핫치킨,맥주 ,,,
3200,BBQ치킨,망원점,2019년 06월 03일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
3201,BBQ치킨,망원점,2019년 06월 02일,극한왕갈비치킨/1,순살아님,,,극한왕갈비치킨,,,,,
3202,BBQ치킨,망원점,2019년 05월 29일,황금올리브닭다리（반반）/1,순살아님,,,황금올리브닭다리 ( 콤보 ),,,,,
3203,BBQ치킨,망원점,2019년 05월 29일,황금올리브닭다리/1,순살아님,,,황금올리브닭다리,,,,,
3204,BBQ치킨,망원점,2019년 05월 28일,"황금올리브치킨/1,마라핫치킨（한마리）/1,맥주 1,000CC/1",순살아님,,,황금올리브치킨,마라핫치킨,맥주 ,,,
3205,BBQ치킨,망원점,2019년 05월 20일,시크릿양념치킨/1,순살아님,,,시크릿양념치킨,,,,,
3206,BBQ치킨,망원점,2019년 05월 19일,써프라이드치킨（순살）/1,순살,,,써프라이드치킨,,,,,
3207,BBQ치킨,망원점,2019년 05월 18일,치즐링/1,순살아님,,,치즐링,,,,,
3208,BBQ치킨,망원점,2019년 05월 18일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
3209,BBQ치킨,망원점,2019년 05월 17일,"황금올리브치킨/1,마라핫치킨（한마리）/1,맥주 1,000CC/1",순살아님,,,황금올리브치킨,마라핫치킨,맥주 ,,,
3210,BBQ치킨,망원점,2019년 05월 10일,"황금올리브치킨/1,마라핫치킨（한마리）/1,맥주 1,000CC/1",순살아님,,,황금올리브치킨,마라핫치킨,맥주 ,,,
3211,BBQ치킨,망원점,2019년 05월 09일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
3212,BBQ치킨,망원점,2019년 05월 06일,황금올리브속안심/1,순살아님,,,황금올리브속안심,,,,,
3213,BBQ치킨,망원점,2019년 05월 03일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3214,BBQ치킨,망원점,2019년 05월 02일,황금올리브닭다리（반반）/1,순살아님,,,황금올리브닭다리 ( 콤보 ),,,,,
3215,BBQ치킨,망원점,2019년 05월 02일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
3216,BBQ치킨,망원점,2019년 05월 02일,극한왕갈비치킨/1,순살아님,,,극한왕갈비치킨,,,,,
3217,BBQ치킨,망원점,2019년 05월 01일,황금올리브닭다리（반반）/1,순살아님,,,황금올리브닭다리 ( 콤보 ),,,,,
3218,BBQ치킨,망원점,2019년 05월 01일,"황금올리브（반반）/1,치킨무 추가/1",순살아님,,,황금올리브 ( 콤보 ),,,,,
3219,BBQ치킨,망원점,2019년 05월 01일,"황금올리브치킨/1,양념소스 추가/1",순살아님,,,황금올리브치킨,,,,,
3220,BBQ치킨,망원점,2019년 05월 01일,황금올리브반반＋코카-콜라 1.25L/1,순살아님,,,황금올리브반반,콜라,,,,
3221,BBQ치킨,망원점,2019년 04월 30일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
3222,BBQ치킨,망원점,2019년 04월 30일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
3223,BBQ치킨,망원점,2019년 04월 30일,"황금올리브치킨/1,시크릿양념치킨/1",순살아님,,,황금올리브치킨,시크릿양념치킨,,,,
3224,BBQ치킨,망원점,2019년 04월 30일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
3225,BBQ치킨,망원점,2019년 04월 29일,"자메이카 통다리구이/1,맥주 1,000CC/1",순살아님,,,자메이카 통다리구이,맥주 ,,,,
3226,BBQ치킨,망원점,2019년 04월 29일,왕갈비당고세트（대）/1,순살아님,,,왕갈비당고세트（대）,,,,,
3227,BBQ치킨,망원점,2019년 04월 29일,극한왕갈비치킨/1,순살아님,,,극한왕갈비치킨,,,,,
3228,BBQ치킨,망원점,2019년 04월 29일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3229,BBQ치킨,망원점,2019년 04월 28일,순살크래커/1,순살,,,크래커,,,,,
3230,BBQ치킨,망원점,2019년 04월 28일,자메이카 통다리구이/1,순살아님,,,자메이카 통다리구이,,,,,
3231,BBQ치킨,망원점,2019년 04월 27일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
3232,BBQ치킨,망원점,2019년 04월 27일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
3233,BBQ치킨,망원점,2019년 04월 26일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3234,BBQ치킨,망원점,2019년 04월 26일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
3235,BBQ치킨,망원점,2019년 04월 25일,"황금올리브치킨/1,마라핫치킨（한마리）/1,맥주 1,000CC/1",순살아님,,,황금올리브치킨,마라핫치킨,맥주 ,,,
3236,BBQ치킨,망원점,2019년 04월 25일,자메이카 통다리구이/1,순살아님,,,자메이카 통다리구이,,,,,
3237,BBQ치킨,망원점,2019년 04월 25일,황금올리브닭다리（반반）/1,순살아님,,,황금올리브닭다리 ( 콤보 ),,,,,
3238,BBQ치킨,망원점,2019년 04월 24일,시크릿양념치킨/1,순살아님,,,시크릿양념치킨,,,,,
3239,BBQ치킨,망원점,2019년 04월 23일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3240,BBQ치킨,망원점,2019년 04월 23일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3241,BBQ치킨,망원점,2019년 04월 23일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
3242,BBQ치킨,망원점,2019년 04월 23일,극한왕갈비치킨/1,순살아님,,,극한왕갈비치킨,,,,,
3243,BBQ치킨,망원점,2019년 04월 22일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
3244,BBQ치킨,망원점,2019년 04월 22일,"황금올리브치킨/1,코카-콜라 1.25L/1",순살아님,,,황금올리브치킨,콜라,,,,
3245,BBQ치킨,망원점,2019년 04월 21일,"황금올리브（반반）/1,코카-콜라 1.25L/1",순살아님,,,황금올리브 ( 콤보 ),콜라,,,,
3246,BBQ치킨,망원점,2019년 04월 20일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3247,BBQ치킨,망원점,2019년 04월 20일,황금올리브닭다리（반반）/1,순살아님,,,황금올리브닭다리 ( 콤보 ),,,,,
3248,BBQ치킨,망원점,2019년 04월 20일,시크릿양념치킨/1,순살아님,,,시크릿양념치킨,,,,,
3249,BBQ치킨,망원점,2019년 04월 20일,마라핫치킨（한마리）/1,순살아님,,,마라핫치킨,,,,,
3252,BBQ치킨,망원점,2019년 04월 19일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3253,BBQ치킨,망원점,2019년 04월 19일,자메이카 통다리구이/1,순살아님,,,자메이카 통다리구이,,,,,
3254,BBQ치킨,망원점,2019년 04월 19일,"시크릿양념치킨/1,bbq크림치즈볼/1",순살아님,,,시크릿양념치킨,크림치즈볼,,,,
3255,BBQ치킨,망원점,2019년 04월 19일,황금올리브핫윙/1,순살아님,,,황금올리브핫윙,,,,,
3256,BBQ치킨,망원점,2019년 04월 17일,"황금올리브핫윙/1,코카-콜라 1.25L/1",순살아님,,,황금올리브핫윙,콜라,,,,
3257,BBQ치킨,망원점,2019년 04월 17일,시크릿양념치킨/1,순살아님,,,시크릿양념치킨,,,,,
3258,BBQ치킨,망원점,2019년 04월 16일,황금올리브닭다리（반반）/1,순살아님,,,황금올리브닭다리 ( 콤보 ),,,,,
3259,BBQ치킨,망원점,2019년 04월 15일,마라핫치킨（윙）/1,순살아님,,,마라핫치킨（윙）,,,,,
3260,BBQ치킨,망원점,2019년 04월 15일,시크릿양념치킨/1,순살아님,,,시크릿양념치킨,,,,,
3261,BBQ치킨,망원점,2019년 04월 12일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3262,BBQ치킨,망원점,2019년 04월 11일,시크릿양념치킨/1,순살아님,,,시크릿양념치킨,,,,,
3263,BBQ치킨,망원점,2019년 04월 11일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
3264,BBQ치킨,망원점,2019년 04월 11일,써프라이드치킨/1,순살아님,,,써프라이드치킨,,,,,
3265,BBQ치킨,망원점,2019년 04월 10일,시크릿양념치킨/1,순살아님,,,시크릿양념치킨,,,,,
3266,BBQ치킨,망원점,2019년 04월 10일,"황금올리브치킨/2,양념소스 추가/2,코카-콜라 1.25L/1",순살아님,,,황금올리브치킨,,콜라,,,
3267,BBQ치킨,망원점,2019년 04월 10일,황금올리브반반＋코카-콜라 1.25L/1,순살아님,,,황금올리브반반,콜라,,,,
3268,BBQ치킨,망원점,2019년 04월 10일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3269,BBQ치킨,망원점,2019년 04월 09일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3270,BBQ치킨,망원점,2019년 04월 07일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3271,BBQ치킨,망원점,2019년 04월 07일,황금올리브반반＋코카-콜라 1.25L/1,순살아님,,,황금올리브반반,콜라,,,,
3272,BBQ치킨,망원점,2019년 04월 07일,"황금올리브치킨/1,치즈스틱/1,양념소스 추가/2,코카-콜라 1.25L/1",순살아님,,,황금올리브치킨,치즈스틱,,콜라,,
3273,BBQ치킨,망원점,2019년 04월 07일,"황금올리브닭다리（반반）/1,코카-콜라 1.25L/1",순살아님,,,황금올리브닭다리 ( 콤보 ),콜라,,,,
3274,BBQ치킨,망원점,2019년 04월 07일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3275,BBQ치킨,망원점,2019년 04월 06일,황금올리브핫윙/1,순살아님,,,황금올리브핫윙,,,,,
3276,BBQ치킨,망원점,2019년 04월 06일,황금올리브닭다리（반반）/1,순살아님,,,황금올리브닭다리 ( 콤보 ),,,,,
3277,BBQ치킨,망원점,2019년 04월 05일,순살치즐링/1,순살,,,치즐링,,,,,
3278,BBQ치킨,망원점,2019년 04월 05일,황금올리브치킨＋오리지날포테이토/1,순살아님,,,황금올리브치킨,오리지날포테이토,,,,
3279,BBQ치킨,망원점,2019년 04월 04일,"황금올리브치킨/1,시크릿양념치킨/1",순살아님,,,황금올리브치킨,시크릿양념치킨,,,,
3280,BBQ치킨,망원점,2019년 04월 03일,허니갈릭스（한마리）/1,순살아님,,,허니갈릭스,,,,,
3281,BBQ치킨,망원점,2019년 04월 03일,시크릿양념치킨/1,순살아님,,,시크릿양념치킨,,,,,
3282,BBQ치킨,망원점,2019년 04월 02일,황금올리브핫윙/1,순살아님,,,황금올리브핫윙,,,,,
3283,BBQ치킨,망원점,2019년 04월 02일,"황금올리브속안심/1,비비소스 추가/1,코카-콜라 500ml/1",순살아님,,,황금올리브속안심,,콜라,,,
3284,BBQ치킨,망원점,2019년 04월 02일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3285,BBQ치킨,망원점,2019년 04월 02일,극한왕갈비치킨/1,순살아님,,,극한왕갈비치킨,,,,,
3286,BBQ치킨,망원점,2019년 04월 02일,소이갈릭스（한마리）/1,순살아님,,,소이갈릭스,,,,,
3287,BBQ치킨,망원점,2019년 04월 01일,"황금올리브반반＋크림치즈볼/1,콜라500ml/1",순살아님,,,황금올리브반반,콜라,크림치즈볼,,,
3288,BBQ치킨,망원점,2019년 04월 01일,황금올리브반반＋코카-콜라 1.25L/1,순살아님,,,황금올리브반반,콜라,,,,
3289,BBQ치킨,망원점,2019년 04월 01일,시크릿양념치킨/1,순살아님,,,시크릿양념치킨,,,,,
3290,BBQ치킨,망원점,2019년 04월 01일,순살크래커/1,순살,,,크래커,,,,,
3291,BBQ치킨,망원점,2019년 04월 01일,왕갈비당고세트（대）/1,순살아님,,,왕갈비당고세트（대）,,,,,
3292,BBQ치킨,망원점,2019년 04월 01일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3293,BBQ치킨,망원점,2019년 04월 01일,"황금올리브속안심/1,bbq크림치즈볼/1",순살아님,,,황금올리브속안심,크림치즈볼,,,,
3294,BBQ치킨,망원점,2019년 04월 01일,"자메이카 통다리구이/1,스모크치킨/1,bbq크림치즈볼/1",순살아님,,,자메이카 통다리구이,스모크치킨,크림치즈볼,,,
3295,BBQ치킨,망원점,2019년 04월 01일,황금올리브닭다리（반반）/1,순살아님,,,황금올리브닭다리 ( 콤보 ),,,,,
3296,BBQ치킨,망원점,2019년 04월 01일,황금올리브닭다리（반반）/1,순살아님,,,황금올리브닭다리 ( 콤보 ),,,,,
3297,BBQ치킨,망원점,2019년 03월 31일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3298,BBQ치킨,망원점,2019년 03월 31일,자메이카 통다리구이/1,순살아님,,,자메이카 통다리구이,,,,,
3299,BBQ치킨,망원점,2019년 03월 31일,황금올리브닭다리（반반）/1,순살아님,,,황금올리브닭다리 ( 콤보 ),,,,,
3300,BBQ치킨,망원점,2019년 03월 31일,시크릿양념치킨/1,순살아님,,,시크릿양념치킨,,,,,
3301,BBQ치킨,망원점,2019년 03월 31일,"황금올리브（반반）/1,콜라 1.25L/1",순살아님,,,황금올리브 ( 콤보 ),콜라,,,,
3302,BBQ치킨,망원점,2019년 03월 31일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3303,BBQ치킨,망원점,2019년 03월 31일,황금올리브속안심/1,순살아님,,,황금올리브속안심,,,,,
3304,BBQ치킨,망원점,2019년 03월 30일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3306,BBQ치킨,망원점,2019년 03월 30일,"황금올리브닭다리（반반）/1,치킨무 추가/1,순살크래커 소스추가/1",순살,,,황금올리브닭다리반반,,,,,
3307,BBQ치킨,망원점,2019년 03월 30일,"극한왕갈비치킨/1,코카-콜라 1.25L/1",순살아님,,,극한왕갈비치킨,콜라,,,,
3308,BBQ치킨,망원점,2019년 03월 30일,허니갈릭스（한마리）/1,순살아님,,,허니갈릭스,,,,,
3310,BBQ치킨,망원점,2019년 03월 30일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3311,BBQ치킨,망원점,2019년 03월 30일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
3312,BBQ치킨,망원점,2019년 03월 30일,자메이카 통다리구이/1,순살아님,,,자메이카 통다리구이,,,,,
3313,BBQ치킨,망원점,2019년 03월 29일,"극한왕갈비치킨/1,치킨무 추가/1",순살아님,,,극한왕갈비치킨,,,,,
3314,BBQ치킨,망원점,2019년 03월 29일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3315,BBQ치킨,망원점,2019년 03월 29일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3316,BBQ치킨,망원점,2019년 03월 29일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3317,BBQ치킨,망원점,2019년 03월 29일,소이갈릭스（윙）/1,순살아님,,,소이갈릭스（윙）,,,,,
3318,BBQ치킨,망원점,2019년 03월 29일,"황금올리브치킨/1,볼케이노핫소스_한팩/1,코카-콜라 1.25L/1",순살아님,,,황금올리브치킨,,콜라,,,
3319,BBQ치킨,망원점,2019년 03월 29일,황금올리브닭다리（＋볼케이노핫소스_한팩）/1,순살아님,,,황금올리브닭다리,,,,,
3320,BBQ치킨,망원점,2019년 03월 28일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3321,BBQ치킨,망원점,2019년 03월 28일,"황금올리브치킨/1,볼케이노핫소스_한팩/1,콜라 1.25L/1",순살아님,,,황금올리브치킨,,콜라 ,,,
3322,BBQ치킨,망원점,2019년 03월 28일,극한왕갈비치킨/1,순살아님,,,극한왕갈비치킨,,,,,
3323,BBQ치킨,망원점,2019년 03월 28일,극한왕갈비치킨/1,순살아님,,,극한왕갈비치킨,,,,,
3324,BBQ치킨,망원점,2019년 03월 28일,황금올리브닭다리/1,순살아님,,,황금올리브닭다리,,,,,
3325,BBQ치킨,망원점,2019년 03월 28일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
3326,BBQ치킨,망원점,2019년 03월 28일,자메이카 통다리구이/1,순살아님,,,자메이카 통다리구이,,,,,
3327,BBQ치킨,망원점,2019년 03월 28일,"자메이카 통다리구이/1,코카-콜라 1.25L/1",순살아님,,,자메이카 통다리구이,콜라,,,,
3328,BBQ치킨,망원점,2019년 03월 28일,시크릿양념치킨/1,순살아님,,,시크릿양념치킨,,,,,
3329,BBQ치킨,망원점,2019년 03월 28일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3330,BBQ치킨,망원점,2019년 03월 28일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3331,BBQ치킨,망원점,2019년 03월 27일,자메이카 통다리구이/1,순살아님,,,자메이카 통다리구이,,,,,
3332,BBQ치킨,망원점,2019년 03월 27일,자메이카 통다리구이/1,순살아님,,,자메이카 통다리구이,,,,,
3333,BBQ치킨,망원점,2019년 03월 27일,"황금올리브＋올치팝（컵）/1,맥주 1,000CC/1",순살아님,,,황금올리브,맥주 ,올치팝（컵）,,,
3334,BBQ치킨,망원점,2019년 03월 27일,극한왕갈비치킨/1,순살아님,,,극한왕갈비치킨,,,,,
3335,BBQ치킨,망원점,2019년 03월 27일,마라핫치킨（윙）/1,순살아님,,,마라핫치킨（윙）,,,,,
3336,BBQ치킨,망원점,2019년 03월 27일,시크릿양념치킨/1,순살아님,,,시크릿양념치킨,,,,,
3338,BBQ치킨,망원점,2019년 03월 26일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3341,BBQ치킨,망원점,2019년 03월 26일,"극한왕갈비치킨/1,콜라 1.25L/1",순살아님,,,극한왕갈비치킨,콜라,,,,
3342,BBQ치킨,망원점,2019년 03월 26일,빠리치킨（윙）/1,순살아님,,,빠리치킨（윙）,,,,,
3343,BBQ치킨,망원점,2019년 03월 26일,황금올리브닭다리（반반）/1,순살아님,,,황금올리브닭다리 ( 콤보 ),,,,,
3344,BBQ치킨,망원점,2019년 03월 26일,극한왕갈비치킨/1,순살아님,,,극한왕갈비치킨,,,,,
3345,BBQ치킨,망원점,2019년 03월 26일,황금올리브치킨/1,순살아님,,,황금올리브치킨,,,,,
3346,BBQ치킨,망원점,2019년 03월 26일,극한왕갈비치킨/1,순살아님,,,극한왕갈비치킨,,,,,
3347,BBQ치킨,망원점,2019년 03월 26일,극한왕갈비치킨/1,순살아님,,,극한왕갈비치킨,,,,,
3348,BBQ치킨,망원점,2019년 03월 25일,황금올리브（반반）/1,순살아님,,,황금올리브 ( 콤보 ),,,,,
3349,BBQ치킨,망원점,2019년 03월 25일,"극한왕갈비치킨/1,코카-콜라 1.25L/1",순살아님,,,극한왕갈비치킨,콜라,,,,
